noun,condition,adjective,denotation,phrase
rifle,concrete,recent,subsective,recent rifle
rifle,concrete,typical,subsective,typical rifle
rifle,concrete,new,subsective,new rifle
rifle,concrete,possible,non-subsective,possible rifle
rifle,concrete,potential,non-subsective,potential rifle
rifle,concrete,past,non-subsective,past rifle
rifle,concrete,fake,non-subsective,fake rifle
cookout,concrete,good,subsective,good cookout
cookout,concrete,recent,subsective,recent cookout
cookout,concrete,typical,subsective,typical cookout
cookout,concrete,new,subsective,new cookout
cookout,concrete,possible,non-subsective,possible cookout
cookout,concrete,potential,non-subsective,potential cookout
cookout,concrete,past,non-subsective,past cookout
cookout,concrete,fake,non-subsective,fake cookout
kick,concrete,good,subsective,good kick
kick,concrete,recent,subsective,recent kick
kick,concrete,typical,subsective,typical kick
kick,concrete,new,subsective,new kick
kick,concrete,possible,non-subsective,possible kick
kick,concrete,potential,non-subsective,potential kick
kick,concrete,past,non-subsective,past kick
kick,concrete,fake,non-subsective,fake kick
notch,concrete,good,subsective,good notch
notch,concrete,recent,subsective,recent notch
notch,concrete,typical,subsective,typical notch
notch,concrete,new,subsective,new notch
notch,concrete,possible,non-subsective,possible notch
notch,concrete,potential,non-subsective,potential notch
notch,concrete,past,non-subsective,past notch
notch,concrete,fake,non-subsective,fake notch
planet,concrete,good,subsective,good planet
planet,concrete,recent,subsective,recent planet
planet,concrete,typical,subsective,typical planet
planet,concrete,new,subsective,new planet
planet,concrete,possible,non-subsective,possible planet
planet,concrete,potential,non-subsective,potential planet
planet,concrete,past,non-subsective,past planet
planet,concrete,fake,non-subsective,fake planet
boa,concrete,good,subsective,good boa
boa,concrete,recent,subsective,recent boa
boa,concrete,typical,subsective,typical boa
boa,concrete,new,subsective,new boa
boa,concrete,possible,non-subsective,possible boa
boa,concrete,potential,non-subsective,potential boa
boa,concrete,past,non-subsective,past boa
boa,concrete,fake,non-subsective,fake boa
lagoon,concrete,good,subsective,good lagoon
lagoon,concrete,recent,subsective,recent lagoon
lagoon,concrete,typical,subsective,typical lagoon
lagoon,concrete,new,subsective,new lagoon
lagoon,concrete,possible,non-subsective,possible lagoon
lagoon,concrete,potential,non-subsective,potential lagoon
lagoon,concrete,past,non-subsective,past lagoon
lagoon,concrete,fake,non-subsective,fake lagoon
bowel,concrete,good,subsective,good bowel
bowel,concrete,recent,subsective,recent bowel
bowel,concrete,typical,subsective,typical bowel
bowel,concrete,new,subsective,new bowel
bowel,concrete,possible,non-subsective,possible bowel
bowel,concrete,potential,non-subsective,potential bowel
bowel,concrete,past,non-subsective,past bowel
bowel,concrete,fake,non-subsective,fake bowel
lark,concrete,good,subsective,good lark
lark,concrete,recent,subsective,recent lark
lark,concrete,typical,subsective,typical lark
lark,concrete,new,subsective,new lark
lark,concrete,possible,non-subsective,possible lark
lark,concrete,potential,non-subsective,potential lark
lark,concrete,past,non-subsective,past lark
lark,concrete,fake,non-subsective,fake lark
spa,concrete,good,subsective,good spa
spa,concrete,recent,subsective,recent spa
spa,concrete,typical,subsective,typical spa
spa,concrete,new,subsective,new spa
spa,concrete,possible,non-subsective,possible spa
spa,concrete,potential,non-subsective,potential spa
spa,concrete,past,non-subsective,past spa
spa,concrete,fake,non-subsective,fake spa
gavel,concrete,good,subsective,good gavel
gavel,concrete,recent,subsective,recent gavel
gavel,concrete,typical,subsective,typical gavel
gavel,concrete,new,subsective,new gavel
gavel,concrete,possible,non-subsective,possible gavel
gavel,concrete,potential,non-subsective,potential gavel
gavel,concrete,past,non-subsective,past gavel
gavel,concrete,fake,non-subsective,fake gavel
footman,concrete,good,subsective,good footman
footman,concrete,recent,subsective,recent footman
footman,concrete,typical,subsective,typical footman
footman,concrete,new,subsective,new footman
footman,concrete,possible,non-subsective,possible footman
footman,concrete,potential,non-subsective,potential footman
footman,concrete,past,non-subsective,past footman
footman,concrete,fake,non-subsective,fake footman
boat,concrete,good,subsective,good boat
boat,concrete,recent,subsective,recent boat
boat,concrete,typical,subsective,typical boat
boat,concrete,new,subsective,new boat
boat,concrete,possible,non-subsective,possible boat
boat,concrete,potential,non-subsective,potential boat
boat,concrete,past,non-subsective,past boat
boat,concrete,fake,non-subsective,fake boat
fritter,concrete,good,subsective,good fritter
fritter,concrete,recent,subsective,recent fritter
fritter,concrete,typical,subsective,typical fritter
fritter,concrete,new,subsective,new fritter
fritter,concrete,possible,non-subsective,possible fritter
fritter,concrete,potential,non-subsective,potential fritter
fritter,concrete,past,non-subsective,past fritter
fritter,concrete,fake,non-subsective,fake fritter
bunny,concrete,good,subsective,good bunny
bunny,concrete,recent,subsective,recent bunny
bunny,concrete,typical,subsective,typical bunny
bunny,concrete,new,subsective,new bunny
bunny,concrete,possible,non-subsective,possible bunny
bunny,concrete,potential,non-subsective,potential bunny
bunny,concrete,past,non-subsective,past bunny
bunny,concrete,fake,non-subsective,fake bunny
manor,concrete,good,subsective,good manor
manor,concrete,recent,subsective,recent manor
manor,concrete,typical,subsective,typical manor
manor,concrete,new,subsective,new manor
manor,concrete,possible,non-subsective,possible manor
manor,concrete,potential,non-subsective,potential manor
manor,concrete,past,non-subsective,past manor
manor,concrete,fake,non-subsective,fake manor
knuckle,concrete,good,subsective,good knuckle
knuckle,concrete,recent,subsective,recent knuckle
knuckle,concrete,typical,subsective,typical knuckle
knuckle,concrete,new,subsective,new knuckle
knuckle,concrete,possible,non-subsective,possible knuckle
knuckle,concrete,potential,non-subsective,potential knuckle
knuckle,concrete,past,non-subsective,past knuckle
knuckle,concrete,fake,non-subsective,fake knuckle
pretzel,concrete,good,subsective,good pretzel
pretzel,concrete,recent,subsective,recent pretzel
pretzel,concrete,typical,subsective,typical pretzel
pretzel,concrete,new,subsective,new pretzel
pretzel,concrete,possible,non-subsective,possible pretzel
pretzel,concrete,potential,non-subsective,potential pretzel
pretzel,concrete,past,non-subsective,past pretzel
pretzel,concrete,fake,non-subsective,fake pretzel
mussel,concrete,good,subsective,good mussel
mussel,concrete,recent,subsective,recent mussel
mussel,concrete,typical,subsective,typical mussel
mussel,concrete,new,subsective,new mussel
mussel,concrete,possible,non-subsective,possible mussel
mussel,concrete,potential,non-subsective,potential mussel
mussel,concrete,past,non-subsective,past mussel
mussel,concrete,fake,non-subsective,fake mussel
pageant,concrete,good,subsective,good pageant
pageant,concrete,recent,subsective,recent pageant
pageant,concrete,typical,subsective,typical pageant
pageant,concrete,new,subsective,new pageant
pageant,concrete,possible,non-subsective,possible pageant
pageant,concrete,potential,non-subsective,potential pageant
pageant,concrete,past,non-subsective,past pageant
pageant,concrete,fake,non-subsective,fake pageant
ricotta,concrete,good,subsective,good ricotta
ricotta,concrete,recent,subsective,recent ricotta
ricotta,concrete,typical,subsective,typical ricotta
ricotta,concrete,new,subsective,new ricotta
ricotta,concrete,possible,non-subsective,possible ricotta
ricotta,concrete,potential,non-subsective,potential ricotta
ricotta,concrete,past,non-subsective,past ricotta
ricotta,concrete,fake,non-subsective,fake ricotta
shroud,concrete,good,subsective,good shroud
shroud,concrete,recent,subsective,recent shroud
shroud,concrete,typical,subsective,typical shroud
shroud,concrete,new,subsective,new shroud
shroud,concrete,possible,non-subsective,possible shroud
shroud,concrete,potential,non-subsective,potential shroud
shroud,concrete,past,non-subsective,past shroud
shroud,concrete,fake,non-subsective,fake shroud
archway,concrete,good,subsective,good archway
archway,concrete,recent,subsective,recent archway
archway,concrete,typical,subsective,typical archway
archway,concrete,new,subsective,new archway
archway,concrete,possible,non-subsective,possible archway
archway,concrete,potential,non-subsective,potential archway
archway,concrete,past,non-subsective,past archway
archway,concrete,fake,non-subsective,fake archway
mulch,concrete,good,subsective,good mulch
mulch,concrete,recent,subsective,recent mulch
mulch,concrete,typical,subsective,typical mulch
mulch,concrete,new,subsective,new mulch
mulch,concrete,possible,non-subsective,possible mulch
mulch,concrete,potential,non-subsective,potential mulch
mulch,concrete,past,non-subsective,past mulch
mulch,concrete,fake,non-subsective,fake mulch
serum,concrete,good,subsective,good serum
serum,concrete,recent,subsective,recent serum
serum,concrete,typical,subsective,typical serum
serum,concrete,new,subsective,new serum
serum,concrete,possible,non-subsective,possible serum
serum,concrete,potential,non-subsective,potential serum
serum,concrete,past,non-subsective,past serum
serum,concrete,fake,non-subsective,fake serum
satin,concrete,good,subsective,good satin
satin,concrete,recent,subsective,recent satin
satin,concrete,typical,subsective,typical satin
satin,concrete,new,subsective,new satin
satin,concrete,possible,non-subsective,possible satin
satin,concrete,potential,non-subsective,potential satin
satin,concrete,past,non-subsective,past satin
satin,concrete,fake,non-subsective,fake satin
grave,concrete,good,subsective,good grave
grave,concrete,recent,subsective,recent grave
grave,concrete,typical,subsective,typical grave
grave,concrete,new,subsective,new grave
grave,concrete,possible,non-subsective,possible grave
grave,concrete,potential,non-subsective,potential grave
grave,concrete,past,non-subsective,past grave
grave,concrete,fake,non-subsective,fake grave
hemp,concrete,good,subsective,good hemp
hemp,concrete,recent,subsective,recent hemp
hemp,concrete,typical,subsective,typical hemp
hemp,concrete,new,subsective,new hemp
hemp,concrete,possible,non-subsective,possible hemp
hemp,concrete,potential,non-subsective,potential hemp
hemp,concrete,past,non-subsective,past hemp
hemp,concrete,fake,non-subsective,fake hemp
pendant,concrete,good,subsective,good pendant
pendant,concrete,recent,subsective,recent pendant
pendant,concrete,typical,subsective,typical pendant
pendant,concrete,new,subsective,new pendant
pendant,concrete,possible,non-subsective,possible pendant
pendant,concrete,potential,non-subsective,potential pendant
pendant,concrete,past,non-subsective,past pendant
pendant,concrete,fake,non-subsective,fake pendant
dragon,concrete,good,subsective,good dragon
dragon,concrete,recent,subsective,recent dragon
dragon,concrete,typical,subsective,typical dragon
dragon,concrete,new,subsective,new dragon
dragon,concrete,possible,non-subsective,possible dragon
dragon,concrete,potential,non-subsective,potential dragon
dragon,concrete,past,non-subsective,past dragon
dragon,concrete,fake,non-subsective,fake dragon
gecko,concrete,good,subsective,good gecko
gecko,concrete,recent,subsective,recent gecko
gecko,concrete,typical,subsective,typical gecko
gecko,concrete,new,subsective,new gecko
gecko,concrete,possible,non-subsective,possible gecko
gecko,concrete,potential,non-subsective,potential gecko
gecko,concrete,past,non-subsective,past gecko
