noun,condition,adjective,phrase
server,concrete,alleged,alleged server
server,concrete,dubious,dubious server
tenant,concrete,good,good tenant
tenant,concrete,recent,recent tenant
tenant,concrete,typical,typical tenant
tenant,concrete,possible,possible tenant
tenant,concrete,alleged,alleged tenant
tenant,concrete,dubious,dubious tenant
bong,concrete,good,good bong
bong,concrete,recent,recent bong
bong,concrete,typical,typical bong
bong,concrete,possible,possible bong
bong,concrete,alleged,alleged bong
bong,concrete,dubious,dubious bong
drainer,concrete,good,good drainer
drainer,concrete,recent,recent drainer
drainer,concrete,typical,typical drainer
drainer,concrete,possible,possible drainer
drainer,concrete,alleged,alleged drainer
drainer,concrete,dubious,dubious drainer
oboe,concrete,good,good oboe
oboe,concrete,recent,recent oboe
oboe,concrete,typical,typical oboe
oboe,concrete,possible,possible oboe
oboe,concrete,alleged,alleged oboe
oboe,concrete,dubious,dubious oboe
tropics,concrete,good,good tropics
tropics,concrete,recent,recent tropics
tropics,concrete,typical,typical tropics
tropics,concrete,possible,possible tropics
tropics,concrete,alleged,alleged tropics
tropics,concrete,dubious,dubious tropics
brake,concrete,good,good brake
brake,concrete,recent,recent brake
brake,concrete,typical,typical brake
brake,concrete,possible,possible brake
brake,concrete,alleged,alleged brake
brake,concrete,dubious,dubious brake
tweezer,concrete,good,good tweezer
tweezer,concrete,recent,recent tweezer
tweezer,concrete,typical,typical tweezer
tweezer,concrete,possible,possible tweezer
tweezer,concrete,alleged,alleged tweezer
tweezer,concrete,dubious,dubious tweezer
pea,concrete,good,good pea
pea,concrete,recent,recent pea
pea,concrete,typical,typical pea
pea,concrete,possible,possible pea
pea,concrete,alleged,alleged pea
pea,concrete,dubious,dubious pea
crop,concrete,good,good crop
crop,concrete,recent,recent crop
crop,concrete,typical,typical crop
crop,concrete,possible,possible crop
crop,concrete,alleged,alleged crop
crop,concrete,dubious,dubious crop
bedmate,concrete,good,good bedmate
bedmate,concrete,recent,recent bedmate
bedmate,concrete,typical,typical bedmate
bedmate,concrete,possible,possible bedmate
bedmate,concrete,alleged,alleged bedmate
bedmate,concrete,dubious,dubious bedmate
tar,concrete,good,good tar
tar,concrete,recent,recent tar
tar,concrete,typical,typical tar
tar,concrete,possible,possible tar
tar,concrete,alleged,alleged tar
tar,concrete,dubious,dubious tar
cellar,concrete,good,good cellar
cellar,concrete,recent,recent cellar
cellar,concrete,typical,typical cellar
cellar,concrete,possible,possible cellar
cellar,concrete,alleged,alleged cellar
cellar,concrete,dubious,dubious cellar
radium,concrete,good,good radium
radium,concrete,recent,recent radium
radium,concrete,typical,typical radium
radium,concrete,possible,possible radium
radium,concrete,alleged,alleged radium
radium,concrete,dubious,dubious radium
safari,concrete,good,good safari
safari,concrete,recent,recent safari
safari,concrete,typical,typical safari
safari,concrete,possible,possible safari
safari,concrete,alleged,alleged safari
safari,concrete,dubious,dubious safari
seal,concrete,good,good seal
seal,concrete,recent,recent seal
seal,concrete,typical,typical seal
seal,concrete,possible,possible seal
seal,concrete,alleged,alleged seal
seal,concrete,dubious,dubious seal
gorge,concrete,good,good gorge
gorge,concrete,recent,recent gorge
gorge,concrete,typical,typical gorge
gorge,concrete,possible,possible gorge
gorge,concrete,alleged,alleged gorge
gorge,concrete,dubious,dubious gorge
cap,concrete,good,good cap
cap,concrete,recent,recent cap
cap,concrete,typical,typical cap
cap,concrete,possible,possible cap
cap,concrete,alleged,alleged cap
cap,concrete,dubious,dubious cap
belt,concrete,good,good belt
belt,concrete,recent,recent belt
belt,concrete,typical,typical belt
belt,concrete,possible,possible belt
belt,concrete,alleged,alleged belt
belt,concrete,dubious,dubious belt
ribcage,concrete,good,good ribcage
ribcage,concrete,recent,recent ribcage
ribcage,concrete,typical,typical ribcage
ribcage,concrete,possible,possible ribcage
ribcage,concrete,alleged,alleged ribcage
ribcage,concrete,dubious,dubious ribcage
cunt,concrete,good,good cunt
cunt,concrete,recent,recent cunt
cunt,concrete,typical,typical cunt
cunt,concrete,possible,possible cunt
cunt,concrete,alleged,alleged cunt
cunt,concrete,dubious,dubious cunt
cognac,concrete,good,good cognac
cognac,concrete,recent,recent cognac
cognac,concrete,typical,typical cognac
cognac,concrete,possible,possible cognac
cognac,concrete,alleged,alleged cognac
cognac,concrete,dubious,dubious cognac
cart,concrete,good,good cart
cart,concrete,recent,recent cart
cart,concrete,typical,typical cart
cart,concrete,possible,possible cart
cart,concrete,alleged,alleged cart
cart,concrete,dubious,dubious cart
cattle,concrete,good,good cattle
cattle,concrete,recent,recent cattle
cattle,concrete,typical,typical cattle
cattle,concrete,possible,possible cattle
cattle,concrete,alleged,alleged cattle
cattle,concrete,dubious,dubious cattle
stage,concrete,good,good stage
stage,concrete,recent,recent stage
stage,concrete,typical,typical stage
stage,concrete,possible,possible stage
stage,concrete,alleged,alleged stage
stage,concrete,dubious,dubious stage
moist,concrete,good,good moist
moist,concrete,recent,recent moist
moist,concrete,typical,typical moist
moist,concrete,possible,possible moist
moist,concrete,alleged,alleged moist
moist,concrete,dubious,dubious moist
cavity,concrete,good,good cavity
cavity,concrete,recent,recent cavity
cavity,concrete,typical,typical cavity
cavity,concrete,possible,possible cavity
cavity,concrete,alleged,alleged cavity
cavity,concrete,dubious,dubious cavity
sunroom,concrete,good,good sunroom
sunroom,concrete,recent,recent sunroom
sunroom,concrete,typical,typical sunroom
sunroom,concrete,possible,possible sunroom
sunroom,concrete,alleged,alleged sunroom
sunroom,concrete,dubious,dubious sunroom
cargo,concrete,good,good cargo
cargo,concrete,recent,recent cargo
cargo,concrete,typical,typical cargo
cargo,concrete,possible,possible cargo
cargo,concrete,alleged,alleged cargo
cargo,concrete,dubious,dubious cargo
tendon,concrete,good,good tendon
tendon,concrete,recent,recent tendon
tendon,concrete,typical,typical tendon
tendon,concrete,possible,possible tendon
tendon,concrete,alleged,alleged tendon
tendon,concrete,dubious,dubious tendon
bladder,concrete,good,good bladder
bladder,concrete,recent,recent bladder
bladder,concrete,typical,typical bladder
bladder,concrete,possible,possible bladder
bladder,concrete,alleged,alleged bladder
bladder,concrete,dubious,dubious bladder
prize,concrete,good,good prize
prize,concrete,recent,recent prize
prize,concrete,typical,typical prize
prize,concrete,possible,possible prize
prize,concrete,alleged,alleged prize
prize,concrete,dubious,dubious prize
mail,concrete,good,good mail
mail,concrete,recent,recent mail
mail,concrete,typical,typical mail
mail,concrete,possible,possible mail
mail,concrete,alleged,alleged mail
mail,concrete,dubious,dubious mail
gallop,concrete,good,good gallop
gallop,concrete,recent,recent gallop
gallop,concrete,typical,typical gallop
gallop,concrete,possible,possible gallop
gallop,concrete,alleged,alleged gallop
gallop,concrete,dubious,dubious gallop
throne,concrete,good,good throne
throne,concrete,recent,recent throne
throne,concrete,typical,typical throne
throne,concrete,possible,possible throne
throne,concrete,alleged,alleged throne
throne,concrete,dubious,dubious throne
braid,concrete,good,good braid
braid,concrete,recent,recent braid
braid,concrete,typical,typical braid
braid,concrete,possible,possible braid
braid,concrete,alleged,alleged braid
braid,concrete,dubious,dubious braid
target,concrete,good,good target
target,concrete,recent,recent target
target,concrete,typical,typical target
target,concrete,possible,possible target
target,concrete,alleged,alleged target
target,concrete,dubious,dubious target
pouch,concrete,good,good pouch
pouch,concrete,recent,recent pouch
pouch,concrete,typical,typical pouch
pouch,concrete,possible,possible pouch
pouch,concrete,alleged,alleged pouch
pouch,concrete,dubious,dubious pouch
blazer,concrete,good,good blazer
blazer,concrete,recent,recent blazer
blazer,concrete,typical,typical blazer
blazer,concrete,possible,possible blazer
blazer,concrete,alleged,alleged blazer
blazer,concrete,dubious,dubious blazer
car,concrete,good,good car
car,concrete,recent,recent car
car,concrete,typical,typical car
car,concrete,possible,possible car
car,concrete,alleged,alleged car
car,concrete,dubious,dubious car
salmon,concrete,good,good salmon
salmon,concrete,recent,recent salmon
salmon,concrete,typical,typical salmon
salmon,concrete,possible,possible salmon
salmon,concrete,alleged,alleged salmon
salmon,concrete,dubious,dubious salmon
domino,concrete,good,good domino
domino,concrete,recent,recent domino
domino,concrete,typical,typical domino
domino,concrete,possible,possible domino
domino,concrete,alleged,alleged domino
domino,concrete,dubious,dubious domino
pork,concrete,good,good pork
pork,concrete,recent,recent pork
pork,concrete,typical,typical pork
pork,concrete,possible,possible pork
pork,concrete,alleged,alleged pork
pork,concrete,dubious,dubious pork
skewer,concrete,good,good skewer
skewer,concrete,recent,recent skewer
skewer,concrete,typical,typical skewer
skewer,concrete,possible,possible skewer
skewer,concrete,alleged,alleged skewer
skewer,concrete,dubious,dubious skewer
cursor,concrete,good,good cursor
cursor,concrete,recent,recent cursor
cursor,concrete,typical,typical cursor
cursor,concrete,possible,possible cursor
cursor,concrete,alleged,alleged cursor
cursor,concrete,dubious,dubious cursor
onyx,concrete,good,good onyx
onyx,concrete,recent,recent onyx
onyx,concrete,typical,typical onyx
onyx,concrete,possible,possible onyx
onyx,concrete,alleged,alleged onyx
onyx,concrete,dubious,dubious onyx
venom,concrete,good,good venom
venom,concrete,recent,recent venom
venom,concrete,typical,typical venom
venom,concrete,possible,possible venom
venom,concrete,alleged,alleged venom
venom,concrete,dubious,dubious venom
wheel,concrete,good,good wheel
wheel,concrete,recent,recent wheel
wheel,concrete,typical,typical wheel
wheel,concrete,possible,possible wheel
wheel,concrete,alleged,alleged wheel
wheel,concrete,dubious,dubious wheel
crate,concrete,good,good crate
crate,concrete,recent,recent crate
crate,concrete,typical,typical crate
crate,concrete,possible,possible crate
crate,concrete,alleged,alleged crate
crate,concrete,dubious,dubious crate
stud,concrete,good,good stud
stud,concrete,recent,recent stud
stud,concrete,typical,typical stud
stud,concrete,possible,possible stud
stud,concrete,alleged,alleged stud
stud,concrete,dubious,dubious stud
print,concrete,good,good print
print,concrete,recent,recent print
print,concrete,typical,typical print
print,concrete,possible,possible print
print,concrete,alleged,alleged print
print,concrete,dubious,dubious print
wombat,concrete,good,good wombat
wombat,concrete,recent,recent wombat
wombat,concrete,typical,typical wombat
wombat,concrete,possible,possible wombat
wombat,concrete,alleged,alleged wombat
wombat,concrete,dubious,dubious wombat
piece,concrete,good,good piece
piece,concrete,recent,recent piece
piece,concrete,typical,typical piece
piece,concrete,possible,possible piece
piece,concrete,alleged,alleged piece
piece,concrete,dubious,dubious piece
infant,concrete,good,good infant
infant,concrete,recent,recent infant
infant,concrete,typical,typical infant
infant,concrete,possible,possible infant
infant,concrete,alleged,alleged infant
infant,concrete,dubious,dubious infant
prison,concrete,good,good prison
prison,concrete,recent,recent prison
prison,concrete,typical,typical prison
prison,concrete,possible,possible prison
prison,concrete,alleged,alleged prison
prison,concrete,dubious,dubious prison
seaman,concrete,good,good seaman
seaman,concrete,recent,recent seaman
seaman,concrete,typical,typical seaman
seaman,concrete,possible,possible seaman
seaman,concrete,alleged,alleged seaman
seaman,concrete,dubious,dubious seaman
sign,concrete,good,good sign
sign,concrete,recent,recent sign
sign,concrete,typical,typical sign
sign,concrete,possible,possible sign
sign,concrete,alleged,alleged sign
sign,concrete,dubious,dubious sign
chalice,concrete,good,good chalice
chalice,concrete,recent,recent chalice
chalice,concrete,typical,typical chalice
chalice,concrete,possible,possible chalice
chalice,concrete,alleged,alleged chalice
chalice,concrete,dubious,dubious chalice
spandex,concrete,good,good spandex
spandex,concrete,recent,recent spandex
spandex,concrete,typical,typical spandex
spandex,concrete,possible,possible spandex
spandex,concrete,alleged,alleged spandex
spandex,concrete,dubious,dubious spandex
pulp,concrete,good,good pulp
pulp,concrete,recent,recent pulp
pulp,concrete,typical,typical pulp
pulp,concrete,possible,possible pulp
pulp,concrete,alleged,alleged pulp
pulp,concrete,dubious,dubious pulp
tobacco,concrete,good,good tobacco
tobacco,concrete,recent,recent tobacco
tobacco,concrete,typical,typical tobacco
tobacco,concrete,possible,possible tobacco
tobacco,concrete,alleged,alleged tobacco
tobacco,concrete,dubious,dubious tobacco
jury,concrete,good,good jury
jury,concrete,recent,recent jury
jury,concrete,typical,typical jury
jury,concrete,possible,possible jury
jury,concrete,alleged,alleged jury
jury,concrete,dubious,dubious jury
gunner,concrete,good,good gunner
gunner,concrete,recent,recent gunner
gunner,concrete,typical,typical gunner
gunner,concrete,possible,possible gunner
gunner,concrete,alleged,alleged gunner
